,Name,Year,Location,Coordinates
5135,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5136,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5137,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5138,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5139,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5140,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5141,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5142,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5143,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5144,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5145,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5146,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5147,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5148,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5149,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5150,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5151,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5152,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5153,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5154,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5155,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5156,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5157,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5158,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5159,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5160,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5161,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5162,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5163,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5164,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5165,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5166,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5167,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5168,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5169,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5170,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5171,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5172,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5173,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5174,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5175,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5176,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5177,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5178,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5179,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5180,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5181,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5182,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5183,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5184,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5185,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5186,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5187,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5188,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5189,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5190,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5191,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5192,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5193,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5194,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5195,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5196,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5197,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5198,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5199,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5200,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5201,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5202,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5203,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5204,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5205,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5206,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5207,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5208,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5209,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5210,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5211,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5212,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5213,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5214,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5215,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5216,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5217,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5218,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5219,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5220,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5221,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5222,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5223,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5224,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5225,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5226,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5227,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5228,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5229,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5230,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5231,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5232,"""7th Heaven""",1996,"3401 Exposition Blvd., Santa Monica, California, USA","(34.02952, -118.458465)"
5233,"""8 Ball Garage""",2018,"Miami, Florida, USA","(25.7741728, -80.19362)"
5234,"""8 Ball Garage""",2018,"8 Ball Garage, Miami, Florida, USA","(25.7741728, -80.19362)"
5235,"""8 Days a Week""",2011,"Los Angeles, California, USA","(34.0536909, -118.242766)"
5236,"""8 Days a Week""",2011,"Los Angeles, California, USA","(34.0536909, -118.242766)"
5237,"""8 Days a Week""",2011,"Los Angeles, California, USA","(34.0536909, -118.242766)"
5238,"""8 Days a Week""",2011,"Los Angeles, California, USA","(34.0536909, -118.242766)"
5239,"""8 Days a Week""",2011,"Los Angeles, California, USA","(34.0536909, -118.242766)"
5240,"""8 Days a Week""",2011,"Los Angeles, California, USA","(34.0536909, -118.242766)"
5241,"""8 Days a Week""",2011,"Los Angeles, California, USA","(34.0536909, -118.242766)"
5242,"""8 Days a Week""",2011,"Los Angeles, California, USA","(34.0536909, -118.242766)"
5243,"""8 Days a Week""",2011,"Los Angeles, California, USA","(34.0536909, -118.242766)"
5244,"""8 Days a Week""",2011,"Los Angeles, California, USA","(34.0536909, -118.242766)"
5245,"""8 Out of 10 Cats""",2005,"BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK","(51.5101068, -0.2237557)"
5246,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Los Angeles, California, USA","(34.0536909, -118.242766)"
5247,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5248,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5249,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5250,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5251,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5252,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5253,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5254,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5255,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5256,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5257,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5258,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5259,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5260,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5261,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5262,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5263,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5264,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5265,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5266,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5267,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5268,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5269,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5270,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5271,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5272,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5273,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5274,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5275,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5276,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5277,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5278,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5279,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5280,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5281,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5282,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5283,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5284,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5285,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5286,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5287,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5288,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5289,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5290,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5291,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5292,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5293,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5294,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5295,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5296,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5297,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5298,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5299,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5300,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5301,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5302,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5303,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5304,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5305,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5306,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5307,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5308,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5309,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5310,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5311,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5312,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5313,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5314,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5315,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5316,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5317,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5318,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5319,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5320,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5321,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5322,"""8 Simple Rules... for Dating My Teenage Daughter""",2002,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","(34.15512623762616, -118.32650254309483)"
5323,"""8 Steps to Buying""",2016,"Los Angeles, California, USA","(34.0536909, -118.242766)"
5324,"""8 for Vegas""",2011,"New York City, New York, USA","(40.7127281, -74.0060152)"
5325,"""8 ji dayo! zen'in shg""",1969,"Tokyo, Japan","(35.6828387, 139.7594549)"
5326,"""8 x 1 in Noten""",1973,"Bavaria Film- und Fernsehstudios, Unterfhring, Bavaria, Germany","(48.91752975, 12.048021365471286)"
5327,"""8 x 1 in Noten""",1973,"Studios der Berliner Union Film, Berlin, Germany","(52.5170365, 13.3888599)"
5328,"""8 x 1 in Noten""",1973,"Studio Hamburg, Germany","(53.585338899999996, 10.12696066011979)"
5329,"""8-Bit Animal Playhouse with Jason Mewes""",2013,"Kappa Studios, Burbank, California, USA","(34.1816482, -118.3258554)"
5330,"""8.13""",2010,"Los Angeles, California, USA","(34.0536909, -118.242766)"
5331,"""80 e Tal""",2016,"Ipanema, Rio de Janeiro, Rio de Janeiro, Brazil","(-22.9839557, -43.2022163)"
5332,"""80 e Tal""",2016,"So Paulo, So Paulo, Brazil","(-23.2512779, -47.2690764)"
5333,"""80 e Tal""",2016,"Florianpolis, Santa Catarina, Brazil","(-27.0628367, -51.114965)"
5334,"""80/20""",2013,"New York City, New York, USA","(40.7127281, -74.0060152)"
5335,"""800 Words""",2015,"Auckland, New Zealand","(-36.852095, 174.7631803)"
5336,"""800 Words""",2015,"Sydney, New South Wales, Australia","(-33.8548157, 151.2164539)"
5337,"""800 Words""",2015,"Karekare Beach, Karekare, Waitakere, Auckland Region, New Zealand","(-41.3252937, 174.7872813)"
5338,"""800 Words""",2015,"Warkworth, New Zealand","(-36.3984914, 174.6642316)"
5339,"""800 Words""",2015,"Kaipara College, 36 Rautawhiri Road, Helensville, New Zealand","(-36.6787327, 174.45956656115425)"
5340,"""800 Words""",2015,"40 Queen Street, Warkworth, New Zealand","(-36.397388, 174.6642)"
5341,"""800 Words""",2015,"11 Elizabeth St, Warkworth, New Zealand","(-36.397456, 174.661862)"
5342,"""800 Words""",2015,"548 West Coast Road, Oratia, Auckland, New Zealand","(-36.9094012, 174.6352862)"
5343,"""800 Words""",2015,"Broken Hill, New South Wales, Australia","(-31.965, 141.4511111)"
5344,"""80s""",2005,"Barcelona, Catalonia, Spain","(41.3828939, 2.1774322)"
5345,"""86 & Lex""",2018,"New York City, New York, USA","(40.7127281, -74.0060152)"
5346,"""86'd""",2010,"Studio City, Los Angeles, California, USA","(34.1483989, -118.3961877)"
5347,"""86'd""",2011,"Los Angeles, California, USA","(34.0536909, -118.242766)"
5348,"""86-60-86""",1994,"Lisbon, Portugal","(38.7077507, -9.1365919)"
